onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file
335.522	2.101	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a
335.522	0.3	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a
356.997	2.101	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a
356.997	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a
374.837	2.101	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a
374.837	0.3	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a
393.527	2.084	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a
393.527	0.3	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a
411.734	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a
411.734	0.3	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a
429.807	2.101	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a
429.807	0.3	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a
447.33	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a
447.33	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a
466.387	2.084	tomspunt	pressing button?	block_question_presentation	n/a	n/a	n/a	n/a
466.387	0.3	tomspunt	pressing button?	block_question_presentation	n/a	n/a	n/a	n/a
483.911	2.101	tomspunt	looking at camera?	block_question_presentation	n/a	n/a	n/a	n/a
483.911	0.3	tomspunt	looking at camera?	block_question_presentation	n/a	n/a	n/a	n/a
502.868	2.101	tomspunt	self-doubt?	block_question_presentation	n/a	n/a	n/a	n/a
502.868	0.3	tomspunt	self-doubt?	block_question_presentation	n/a	n/a	n/a	n/a
520.391	2.101	tomspunt	self-protection?	block_question_presentation	n/a	n/a	n/a	n/a
520.391	0.3	tomspunt	self-protection?	block_question_presentation	n/a	n/a	n/a	n/a
538.614	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a
538.614	0.3	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a
556.488	2.101	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a
556.488	0.3	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a
578.963	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a
578.963	0.3	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a
